Episode,Mean Steps,Mean Rewards,Mean Q Sizes
10209,225.8,-214.8,260410.5
10210,174.3,-163.3,260431.1
10211,202.8,-191.8,260454.1
10212,258.6,-247.6,260480.5
10213,357.7,-346.7,260509.9
10214,253.0,-242.0,260535.8
10215,206.8,-195.8,260558.7
10216,306.3,-295.3,260583.5
10217,253.3,-242.3,260606.9
10218,150.2,-139.2,260624.2
10219,136.4,-125.4,260641.2
10220,276.6,-265.6,260669.3
10221,184.9,-173.9,260690.4
10222,189.7,-178.7,260713.7
10223,265.0,-254.0,260741.0
10224,184.7,-173.7,260760.8
10225,283.5,-272.5,260790.0
10226,347.8,-336.8,260822.9
10227,268.4,-257.4,260847.9
10228,270.5,-259.5,260872.7
10229,257.6,-246.6,260897.4
10230,260.5,-249.5,260924.1
10231,264.0,-253.0,260949.7
10232,155.4,-144.4,260965.4
10233,174.4,-163.4,260985.2
10234,283.1,-272.1,261012.5
10235,208.5,-197.5,261035.2
10236,443.8,-432.8,261070.6
10237,255.1,-244.1,261093.1
10238,262.4,-251.4,261120.2
10239,296.6,-285.6,261148.4
10240,239.2,-228.2,261173.7
10241,287.7,-276.7,261200.9
10242,315.2,-304.2,261229.8
10243,216.6,-205.6,261252.2
10244,244.7,-233.7,261278.2
10245,380.8,-369.8,261310.5
10246,227.8,-216.8,261335.6
10247,275.8,-264.8,261365.4
10248,202.2,-191.2,261386.6
10249,137.7,-126.7,261404.4
10250,232.8,-221.8,261430.3
10251,187.0,-176.0,261450.3
10252,166.9,-155.9,261469.1
10253,227.2,-216.2,261491.2
10254,138.4,-127.4,261509.7
10255,156.7,-145.7,261526.8
10256,223.9,-212.9,261551.7
10257,157.6,-146.6,261570.6
10258,314.2,-303.2,261600.3
10259,149.6,-138.6,261618.2
10260,353.3,-342.3,261650.0
10261,266.0,-255.0,261674.3
10262,180.8,-169.8,261692.5
10263,314.7,-303.7,261717.9
10264,174.4,-163.4,261737.8
10265,231.8,-220.8,261765.6
10266,212.0,-201.0,261786.4
10267,286.5,-275.5,261809.4
10268,181.0,-170.0,261830.9
10269,314.6,-303.6,261857.7
10270,186.6,-175.6,261874.9
10271,299.2,-288.2,261905.0
10272,245.4,-234.4,261930.3
10273,218.5,-207.5,261953.5
10274,178.0,-167.0,261969.4
10275,272.9,-261.9,261997.6
10276,250.4,-239.4,262020.1
10277,168.6,-157.6,262042.7
10278,145.1,-134.1,262058.1
10279,280.7,-269.7,262087.5
10280,176.9,-165.9,262109.5
10281,199.9,-188.9,262131.5
10282,139.1,-128.1,262149.2
10283,251.6,-240.6,262174.8
10284,220.1,-209.1,262198.9
10285,208.9,-197.9,262219.1
10286,231.9,-220.9,262243.1
10287,350.8,-339.8,262275.7
10288,229.8,-218.8,262302.2
10289,256.4,-245.4,262321.2
10290,328.1,-317.1,262352.7
10291,299.6,-288.6,262380.7
10292,231.8,-220.8,262404.6
10293,229.4,-218.4,262424.6
10294,313.9,-302.9,262452.6
10295,298.6,-287.6,262482.2
10296,151.5,-140.5,262501.1
10297,151.8,-140.8,262520.3
10298,230.5,-219.5,262544.4
10299,195.5,-184.5,262562.3
10300,210.0,-199.0,262585.2
10301,191.5,-180.5,262602.4
10302,229.6,-218.6,262627.3
10303,266.1,-255.1,262652.6
10304,251.6,-240.6,262678.0
10305,210.6,-199.6,262698.2
10306,248.8,-237.8,262722.3
10307,271.3,-260.3,262748.8
10308,122.7,-111.7,262765.7
10309,197.5,-186.5,262786.3
10310,133.2,-122.2,262804.0
10311,259.3,-248.3,262826.0
10312,316.1,-305.1,262851.8
10313,282.2,-271.2,262879.2
10314,160.1,-149.1,262895.9
10315,184.9,-173.9,262919.3
10316,239.4,-228.4,262945.3
10317,245.3,-234.3,262967.0
10318,251.8,-240.8,262991.0
10319,349.9,-338.9,263022.8
10320,262.1,-251.1,263047.7
10321,320.6,-309.6,263075.3
10322,211.8,-200.8,263097.2
10323,242.5,-231.5,263121.3
10324,159.3,-148.3,263142.4
10325,188.0,-177.0,263160.1
10326,228.2,-217.2,263182.1
10327,176.1,-165.1,263201.8
10328,186.4,-175.4,263221.1
10329,164.8,-153.8,263242.2
10330,218.8,-207.8,263264.0
10331,205.6,-194.6,263285.7
10332,195.4,-184.4,263307.8
10333,232.3,-221.3,263331.3
10334,155.5,-144.5,263350.7
10335,221.9,-210.9,263374.9
10336,202.2,-191.2,263396.6
10337,316.1,-305.1,263425.4
10338,309.9,-298.9,263452.1
10339,170.1,-159.1,263472.6
10340,312.2,-301.2,263504.1
10341,256.0,-245.0,263528.1
10342,308.9,-297.9,263554.1
10343,124.3,-113.3,263570.8
10344,329.0,-318.0,263604.3
10345,275.7,-264.7,263630.6
10346,268.0,-257.0,263655.1
10347,176.2,-165.2,263676.2
10348,238.6,-227.6,263698.7
10349,170.6,-159.6,263717.7
10350,330.5,-319.5,263746.9
10351,247.1,-236.1,263771.7
10352,231.4,-220.4,263796.2
10353,297.3,-286.3,263822.8
10354,141.7,-130.7,263838.5
10355,180.9,-169.9,263857.7
10356,292.1,-281.1,263884.8
10357,237.5,-226.5,263905.5
10358,249.1,-238.1,263929.5
10359,270.6,-259.6,263956.1
10360,285.7,-274.7,263983.0
10361,211.5,-200.5,264004.2
10362,303.4,-292.4,264033.8
10363,136.4,-125.4,264053.3
10364,200.1,-189.1,264072.4
10365,235.1,-224.1,264094.8
10366,278.9,-267.9,264121.1
10367,255.4,-244.4,264147.2
10368,338.4,-327.4,264176.5
10369,345.0,-334.0,264207.1
10370,259.8,-248.8,264232.6
10371,167.6,-156.6,264251.1
10372,229.2,-218.2,264276.3
10373,133.3,-122.3,264290.3
10374,176.8,-165.8,264310.3
10375,182.0,-171.0,264330.8
10376,252.9,-241.9,264354.7
10377,197.5,-186.5,264378.4
10378,113.5,-102.5,264394.2
10379,213.6,-202.6,264415.7
10380,268.2,-257.2,264441.8
10381,236.5,-225.5,264464.7
10382,326.0,-315.0,264494.9
10383,201.5,-190.5,264516.4
10384,396.5,-385.5,264552.1
10385,262.4,-251.4,264576.1
10386,159.4,-148.4,264594.9
10387,336.1,-325.1,264625.3
10388,215.5,-204.5,264647.9
10389,278.8,-267.8,264676.8
10390,183.1,-172.1,264697.3
10391,265.2,-254.2,264723.5
10392,246.9,-235.9,264746.9
10393,185.5,-174.5,264765.5
10394,290.4,-279.4,264791.1
10395,205.7,-194.7,264809.4
10396,190.4,-179.4,264828.9
10397,207.8,-196.8,264851.9
10398,190.3,-179.3,264871.4
10399,270.7,-259.7,264898.1
10400,224.7,-213.7,264924.7
10401,267.1,-256.1,264950.4
10402,280.1,-269.1,264977.1
10403,293.7,-282.7,265005.2
10404,293.3,-282.3,265030.6
10405,306.0,-295.0,265061.2
10406,273.2,-262.2,265090.0
10407,218.2,-207.2,265114.4
10408,303.4,-292.4,265139.2
10409,170.6,-159.6,265157.7
10410,206.9,-195.9,265178.1
10411,188.2,-177.2,265199.7
10412,250.9,-239.9,265226.2
10413,243.5,-232.5,265249.1
10414,250.7,-239.7,265274.8
10415,147.1,-136.1,265293.3
10416,307.2,-296.2,265320.4
10417,232.8,-221.8,265345.1
10418,226.4,-215.4,265368.5
10419,238.1,-227.1,265391.1
10420,148.8,-137.8,265409.5
10421,156.4,-145.4,265428.4
10422,315.8,-304.8,265454.8
10423,206.3,-195.3,265476.9
10424,264.5,-253.5,265504.8
10425,369.3,-358.3,265537.7
10426,195.2,-184.2,265560.6
10427,62.4,-51.4,265571.7
10428,206.1,-195.1,265592.2
10429,291.2,-280.2,265620.6
10430,261.1,-250.1,265645.0
10431,337.0,-326.0,265672.6
10432,277.5,-266.5,265695.1
10433,171.2,-160.2,265712.7
10434,111.7,-100.7,265729.1
10435,248.2,-237.2,265753.4
10436,311.8,-300.8,265782.4
10437,257.3,-246.3,265806.7
10438,155.9,-144.9,265823.7
10439,257.6,-246.6,265848.9
10440,231.5,-220.5,265872.3
10441,199.5,-188.5,265894.2
10442,236.0,-225.0,265917.1
10443,132.9,-121.9,265933.6
10444,206.1,-195.1,265954.3
10445,197.6,-186.6,265977.6
10446,287.3,-276.3,266006.6
10447,207.4,-196.4,266027.3
10448,175.7,-164.7,266047.0
10449,149.6,-138.6,266065.7
10450,179.6,-168.6,266088.2
10451,303.7,-292.7,266118.8
10452,158.6,-147.6,266135.3
10453,96.2,-85.2,266151.3
10454,206.2,-195.2,266174.5
10455,168.0,-157.0,266193.9
10456,247.5,-236.5,266218.0
10457,229.6,-218.6,266242.9
10458,234.9,-223.9,266266.5
10459,171.7,-160.7,266285.6
10460,215.0,-204.0,266304.7
10461,192.0,-181.0,266327.8
10462,243.0,-232.0,266352.4
10463,185.6,-174.6,266374.2
10464,265.3,-254.3,266398.6
10465,335.0,-324.0,266431.0
10466,154.9,-143.9,266448.3
10467,332.4,-321.4,266480.9
10468,307.7,-296.7,266511.2
10469,255.7,-244.7,266536.8
10470,273.9,-262.9,266563.5
10471,259.9,-248.9,266590.0
10472,348.2,-337.2,266624.1
10473,353.1,-342.1,266659.2
10474,197.3,-186.3,266683.0
10475,101.9,-90.9,266696.8
10476,173.0,-162.0,266716.1
10477,273.6,-262.6,266744.7
10478,202.9,-191.9,266764.3
10479,253.6,-242.6,266788.0
10480,165.8,-154.8,266808.0
10481,234.6,-223.6,266831.0
10482,256.1,-245.1,266856.4
10483,301.8,-290.8,266887.6
10484,332.9,-321.9,266918.2
10485,323.0,-312.0,266949.0
10486,276.7,-265.7,266975.0
10487,258.2,-247.2,267003.0
10488,224.9,-213.9,267026.9
10489,282.2,-271.2,267056.4
10490,336.8,-325.8,267084.4
10491,203.6,-192.6,267106.7
10492,207.2,-196.2,267129.6
10493,145.7,-134.7,267143.6
10494,189.0,-178.0,267166.5
10495,160.6,-149.6,267182.5
10496,222.9,-211.9,267206.2
10497,302.2,-291.2,267232.4
10498,281.0,-270.0,267261.0
10499,161.6,-150.6,267278.3
10500,133.8,-122.8,267294.7
10501,233.6,-222.6,267316.4
10502,288.9,-277.9,267344.9
10503,263.4,-252.4,267371.9
10504,234.1,-223.1,267394.2
10505,171.3,-160.3,267416.4
10506,275.5,-264.5,267445.3
10507,275.3,-264.3,267468.9
10508,186.6,-175.6,267488.5
10509,350.7,-339.7,267517.2
10510,160.8,-149.8,267536.1
10511,318.5,-307.5,267567.4
10512,212.0,-201.0,267588.5
10513,185.7,-174.7,267609.7
10514,203.4,-192.4,267632.3
10515,232.7,-221.7,267657.9
10516,196.5,-185.5,267678.0
10517,169.7,-158.7,267698.2
10518,284.1,-273.1,267725.4
10519,131.4,-120.4,267742.0
10520,304.1,-293.1,267771.4
10521,285.0,-274.0,267797.1
10522,319.2,-308.2,267827.7
10523,110.8,-99.8,267842.6
10524,230.8,-219.8,267866.9
10525,175.0,-164.0,267887.1
10526,342.7,-331.7,267916.3
10527,276.8,-265.8,267941.3
10528,183.6,-172.6,267964.9
10529,238.2,-227.2,267987.8
10530,331.6,-320.6,268017.1
10531,125.6,-114.6,268030.8
10532,214.6,-203.6,268054.0
10533,135.3,-124.3,268070.3
10534,289.2,-278.2,268097.1
10535,161.6,-150.6,268116.1
10536,122.1,-111.1,268130.5
10537,374.5,-363.5,268162.4
10538,131.5,-120.5,268175.6
10539,229.1,-218.1,268199.2
10540,162.2,-151.2,268216.7
10541,251.7,-240.7,268242.1
10542,270.4,-259.4,268266.8
10543,292.0,-281.0,268291.7
10544,163.3,-152.3,268311.2
10545,233.0,-222.0,268335.4
10546,322.4,-311.4,268363.2
10547,209.5,-198.5,268384.3
10548,335.0,-324.0,268413.6
10549,172.8,-161.8,268432.9
10550,228.6,-217.6,268453.6
10551,243.1,-232.1,268478.4
10552,228.2,-217.2,268502.4
10553,354.3,-343.3,268536.2
10554,200.4,-189.4,268559.5
10555,291.7,-280.7,268584.9
10556,158.8,-147.8,268601.9
10557,327.0,-316.0,268633.0
10558,182.5,-171.5,268654.2
10559,231.9,-220.9,268677.8
10560,251.7,-240.7,268702.9
10561,221.6,-210.6,268725.7
10562,262.1,-251.1,268751.6
10563,292.9,-281.9,268781.0
10564,357.3,-346.3,268814.3
10565,149.9,-138.9,268833.0
10566,270.8,-259.8,268859.5
10567,178.5,-167.5,268880.5
10568,253.0,-242.0,268902.7
10569,113.2,-102.2,268918.8
10570,195.6,-184.6,268938.9
10571,191.1,-180.1,268961.6
10572,292.9,-281.9,268987.4
10573,306.6,-295.6,269015.9
10574,291.9,-280.9,269041.7
10575,235.4,-224.4,269064.4
10576,240.3,-229.3,269089.4
10577,181.7,-170.7,269109.2
10578,170.0,-159.0,269127.2
10579,239.4,-228.4,269153.2
10580,266.1,-255.1,269177.5
10581,211.0,-200.0,269200.0
10582,266.6,-255.6,269228.1
10583,161.2,-150.2,269245.6
10584,150.1,-139.1,269265.5
10585,227.8,-216.8,269290.8
10586,243.9,-232.9,269314.4
10587,278.2,-267.2,269338.9
10588,188.5,-177.5,269360.6
10589,435.1,-424.1,269397.3
10590,348.7,-337.7,269428.6
10591,340.4,-329.4,269460.0
10592,192.0,-181.0,269479.6
10593,250.4,-239.4,269502.4
10594,95.1,-84.1,269517.9
10595,224.7,-213.7,269537.9
10596,152.1,-141.1,269557.5
10597,92.9,-81.9,269569.6
10598,141.1,-130.1,269585.0
10599,221.8,-210.8,269605.5
10600,306.9,-295.9,269636.5
10601,298.4,-287.4,269665.9
10602,262.5,-251.5,269690.2
10603,212.1,-201.1,269711.4
10604,244.7,-233.7,269732.7
10605,197.7,-186.7,269752.3
10606,138.8,-127.8,269770.0
10607,259.3,-248.3,269795.3
10608,273.4,-262.4,269823.6
10609,284.5,-273.5,269850.6
10610,191.1,-180.1,269871.2
10611,145.7,-134.7,269892.7
10612,272.1,-261.1,269920.8
10613,274.1,-263.1,269948.4
10614,347.3,-336.3,269979.5
10615,242.5,-231.5,270002.7
10616,321.6,-310.6,270030.8
10617,307.0,-296.0,270060.2
10618,313.9,-302.9,270090.0
10619,266.9,-255.9,270114.3
10620,164.5,-153.5,270132.8
10621,166.1,-155.1,270153.7
10622,142.0,-131.0,270169.9
10623,260.7,-249.7,270195.4
10624,255.2,-244.2,270221.1
10625,216.7,-205.7,270245.7
10626,254.0,-243.0,270272.6
10627,224.2,-213.2,270295.1
10628,354.5,-343.5,270325.1
10629,182.3,-171.3,270346.2
10630,148.5,-137.5,270364.1
10631,184.5,-173.5,270381.9
10632,214.7,-203.7,270405.8
10633,238.3,-227.3,270430.2
10634,330.4,-319.4,270460.1
10635,225.1,-214.1,270484.3
10636,354.8,-343.8,270515.8
10637,113.4,-102.4,270531.3
10638,234.5,-223.5,270557.0
10639,252.6,-241.6,270581.7
10640,165.6,-154.6,270601.0
10641,102.2,-91.2,270614.2
10642,317.4,-306.4,270644.7
10643,187.7,-176.7,270664.9
10644,265.5,-254.5,270692.1
10645,316.9,-305.9,270722.1
10646,272.0,-261.0,270746.2
10647,159.4,-148.4,270764.0
10648,300.2,-289.2,270789.3
10649,332.3,-321.3,270820.7
10650,196.9,-185.9,270839.5
10651,229.0,-218.0,270864.4
10652,127.1,-116.1,270880.4
10653,179.1,-168.1,270900.3
10654,271.9,-260.9,270924.0
10655,191.1,-180.1,270943.9
10656,236.8,-225.8,270965.1
10657,224.8,-213.8,270988.9
10658,226.5,-215.5,271011.3
10659,140.1,-129.1,271030.2
10660,205.2,-194.2,271050.7
10661,263.6,-252.6,271074.2
10662,294.8,-283.8,271102.3
10663,331.6,-320.6,271131.5
10664,168.4,-157.4,271151.1
10665,181.2,-170.2,271172.3
10666,206.1,-195.1,271192.1
10667,435.3,-424.3,271226.4
10668,237.2,-226.2,271249.4
10669,178.8,-167.8,271268.4
10670,180.0,-169.0,271286.7
10671,184.7,-173.7,271304.9
10672,116.7,-105.7,271321.2
10673,397.1,-386.1,271354.5
10674,199.9,-188.9,271374.3
10675,176.7,-165.7,271395.4
10676,155.0,-144.0,271411.7
10677,270.4,-259.4,271436.2
10678,165.8,-154.8,271456.4
10679,148.2,-137.2,271476.5
10680,252.6,-241.6,271499.7
10681,223.4,-212.4,271519.6
10682,232.2,-221.2,271543.5
10683,192.3,-181.3,271561.0
10684,206.0,-195.0,271581.3
10685,127.3,-116.3,271595.3
10686,271.2,-260.2,271622.2
10687,267.5,-256.5,271645.7
10688,280.0,-269.0,271670.6
10689,165.3,-154.3,271689.7
10690,237.8,-226.8,271714.8
10691,211.4,-200.4,271737.5
10692,280.6,-269.6,271766.2
10693,328.2,-317.2,271794.3
10694,313.4,-302.4,271823.7
10695,254.5,-243.5,271847.1
10696,298.4,-287.4,271873.4
10697,174.9,-163.9,271893.5
10698,155.7,-144.7,271909.3
10699,186.3,-175.3,271930.2
10700,224.4,-213.4,271953.1
10701,200.9,-189.9,271976.0
10702,213.7,-202.7,271999.3
10703,218.3,-207.3,272019.7
10704,285.6,-274.6,272044.5
10705,215.6,-204.6,272065.8
10706,155.0,-144.0,272082.6
10707,164.4,-153.4,272101.0
10708,200.8,-189.8,272124.4
10709,233.3,-222.3,272150.6
10710,128.6,-117.6,272167.0
10711,297.6,-286.6,272196.3
10712,251.6,-240.6,272222.5
10713,169.9,-158.9,272237.0
10714,284.7,-273.7,272265.4
10715,226.4,-215.4,272286.3
10716,238.2,-227.2,272306.7
10717,193.1,-182.1,272328.0
10718,218.5,-207.5,272349.8
10719,241.4,-230.4,272372.3
10720,367.5,-356.5,272404.4
10721,248.2,-237.2,272428.9
10722,381.3,-370.3,272464.1
10723,210.8,-199.8,272487.8
10724,283.5,-272.5,272513.3
10725,148.5,-137.5,272532.1
10726,228.5,-217.5,272557.6
10727,121.0,-110.0,272573.8
10728,188.9,-177.9,272594.2
10729,115.5,-104.5,272609.6
10730,166.5,-155.5,272626.3
10731,188.9,-177.9,272649.5
10732,181.8,-170.8,272669.5
10733,180.7,-169.7,272690.1
10734,188.8,-177.8,272709.4
10735,228.7,-217.7,272732.8
10736,258.6,-247.6,272759.8
10737,325.8,-314.8,272788.3
10738,157.4,-146.4,272807.4
10739,150.6,-139.6,272822.8
10740,276.0,-265.0,272850.8
10741,237.7,-226.7,272876.1
10742,247.2,-236.2,272900.9
10743,343.4,-332.4,272932.5
10744,154.0,-143.0,272949.4
10745,265.6,-254.6,272976.4
10746,244.4,-233.4,272999.7
10747,245.0,-234.0,273026.5
10748,286.4,-275.4,273050.0
10749,209.9,-198.9,273072.4
10750,214.3,-203.3,273096.4
10751,237.6,-226.6,273117.0
10752,173.5,-162.5,273140.4
10753,216.3,-205.3,273163.0
10754,218.1,-207.1,273187.3
10755,228.5,-217.5,273208.4
10756,276.4,-265.4,273233.3
10757,204.6,-193.6,273256.4
10758,167.5,-156.5,273275.3
10759,162.7,-151.7,273295.0
10760,284.2,-273.2,273323.9
10761,268.6,-257.6,273349.0
10762,397.3,-386.3,273383.1
10763,294.6,-283.6,273411.5
10764,116.1,-105.1,273423.2
10765,184.8,-173.8,273442.6
10766,234.1,-223.1,273468.4
10767,355.4,-344.4,273499.7
10768,257.5,-246.5,273525.3
10769,279.3,-268.3,273550.5
10770,313.6,-302.6,273578.5
10771,223.1,-212.1,273601.8
10772,211.5,-200.5,273624.8
10773,311.0,-300.0,273656.4
10774,179.4,-168.4,273677.7
10775,265.5,-254.5,273705.1
10776,189.1,-178.1,273725.1
10777,206.6,-195.6,273748.4
10778,284.1,-273.1,273774.3
10779,303.2,-292.2,273801.8
10780,231.3,-220.3,273826.1
10781,297.5,-286.5,273853.7
10782,230.3,-219.3,273879.0
10783,110.5,-99.5,273894.5
10784,171.4,-160.4,273912.7
10785,133.8,-122.8,273929.4
10786,231.9,-220.9,273953.8
10787,218.6,-207.6,273974.8
10788,256.8,-245.8,273997.5
10789,190.9,-179.9,274016.3
10790,263.0,-252.0,274043.2
10791,227.3,-216.3,274065.6
10792,291.1,-280.1,274096.6
10793,222.0,-211.0,274115.3
10794,245.0,-234.0,274141.3
10795,274.3,-263.3,274168.3
10796,125.2,-114.2,274182.8
10797,255.7,-244.7,274207.6
10798,273.4,-262.4,274233.0
10799,232.5,-221.5,274256.2
10800,257.0,-246.0,274279.0
10801,244.6,-233.6,274302.6
10802,200.8,-189.8,274321.3
10803,307.0,-296.0,274350.2
10804,132.9,-121.9,274366.7
10805,303.5,-292.5,274396.3
10806,128.8,-117.8,274411.4
10807,398.3,-387.3,274443.4
10808,211.6,-200.6,274465.8
10809,168.4,-157.4,274484.0
10810,204.0,-193.0,274505.7
10811,330.5,-319.5,274533.7
10812,349.2,-338.2,274566.8
10813,256.0,-245.0,274590.8
10814,330.5,-319.5,274618.0
10815,249.3,-238.3,274640.9
10816,273.6,-262.6,274666.5
10817,265.2,-254.2,274693.0
10818,149.9,-138.9,274711.3
10819,267.1,-256.1,274736.4
10820,216.3,-205.3,274757.5
10821,126.4,-115.4,274773.0
10822,188.0,-177.0,274792.5
10823,271.7,-260.7,274820.6
10824,365.7,-354.7,274852.0
10825,310.8,-299.8,274880.7
10826,228.1,-217.1,274901.9
10827,292.0,-281.0,274925.1
10828,237.5,-226.5,274946.7
10829,173.2,-162.2,274965.8
10830,235.3,-224.3,274988.8
10831,214.0,-203.0,275012.6
10832,249.0,-238.0,275038.0
10833,275.3,-264.3,275063.9
10834,153.8,-142.8,275079.7
10835,171.7,-160.7,275098.2
10836,275.6,-264.6,275125.7
10837,218.8,-207.8,275148.2
10838,111.2,-100.2,275162.0
10839,252.9,-241.9,275185.9
10840,120.8,-109.8,275201.1
10841,178.7,-167.7,275222.1
10842,163.7,-152.7,275240.3
10843,111.7,-100.7,275255.6
10844,131.6,-120.6,275270.3
10845,161.2,-150.2,275290.8
10846,198.7,-187.7,275311.2
10847,257.3,-246.3,275334.8
10848,289.0,-278.0,275362.4
10849,191.3,-180.3,275381.9
10850,211.1,-200.1,275404.6
10851,207.3,-196.3,275427.5
10852,182.2,-171.2,275448.2
10853,220.3,-209.3,275473.3
10854,165.2,-154.2,275494.6
10855,224.5,-213.5,275516.0
10856,250.5,-239.5,275538.4
10857,150.9,-139.9,275557.7
10858,353.1,-342.1,275588.8
10859,189.9,-178.9,275612.3
10860,169.1,-158.1,275628.4
10861,261.4,-250.4,275655.1
10862,187.7,-176.7,275676.6
10863,370.4,-359.4,275708.6
10864,159.1,-148.1,275726.3
10865,175.4,-164.4,275747.2
10866,247.2,-236.2,275774.3
10867,214.6,-203.6,275798.5
10868,191.1,-180.1,275819.2
10869,226.4,-215.4,275845.9
10870,163.1,-152.1,275865.7
10871,197.8,-186.8,275887.6
10872,122.4,-111.4,275905.1
10873,373.8,-362.8,275937.9
10874,310.8,-299.8,275969.4
10875,236.5,-225.5,275991.9
10876,186.4,-175.4,276012.7
10877,227.6,-216.6,276036.5
10878,156.7,-145.7,276055.3
10879,373.7,-362.7,276088.0
10880,226.7,-215.7,276108.8
10881,141.5,-130.5,276126.0
10882,233.9,-222.9,276149.7
10883,204.5,-193.5,276171.3
10884,173.3,-162.3,276193.0
10885,184.2,-173.2,276210.6
10886,210.7,-199.7,276233.1
10887,195.6,-184.6,276255.2
10888,359.4,-348.4,276285.4
10889,191.1,-180.1,276305.2
10890,264.6,-253.6,276330.5
10891,279.8,-268.8,276354.9
10892,298.8,-287.8,276386.4
10893,228.4,-217.4,276410.0
10894,194.0,-183.0,276429.6
10895,250.5,-239.5,276456.1
10896,149.0,-138.0,276474.2
10897,343.0,-332.0,276503.4
10898,106.4,-95.4,276521.0
10899,315.1,-304.1,276548.2
10900,199.7,-188.7,276570.5
10901,267.1,-256.1,276594.1
10902,221.3,-210.3,276619.0
10903,265.2,-254.2,276645.9
10904,340.0,-329.0,276676.5
10905,404.7,-393.7,276709.3
10906,128.0,-117.0,276728.3
10907,271.5,-260.5,276755.4
10908,277.6,-266.6,276783.6
10909,217.8,-206.8,276807.3
10910,344.2,-333.2,276839.9
10911,158.1,-147.1,276858.5
10912,144.4,-133.4,276875.5
10913,155.4,-144.4,276895.5
10914,301.8,-290.8,276925.8
10915,354.6,-343.6,276958.8
10916,193.0,-182.0,276983.7
10917,193.0,-182.0,277005.7
10918,200.1,-189.1,277025.9
10919,282.1,-271.1,277052.9
10920,188.4,-177.4,277074.8
10921,163.5,-152.5,277094.2
10922,142.5,-131.5,277114.5
10923,167.8,-156.8,277134.6
10924,131.6,-120.6,277150.2
10925,313.1,-302.1,277178.1
10926,282.3,-271.3,277205.8
10927,297.1,-286.1,277231.4
10928,188.9,-177.9,277252.2
10929,370.0,-359.0,277286.2
10930,270.0,-259.0,277313.5
10931,195.3,-184.3,277336.1
10932,168.1,-157.1,277356.6
10933,336.5,-325.5,277384.3
10934,213.6,-202.6,277405.5
10935,291.8,-280.8,277434.7
10936,207.7,-196.7,277457.4
10937,166.4,-155.4,277477.5
10938,253.0,-242.0,277502.3
10939,280.7,-269.7,277529.2
10940,177.7,-166.7,277551.0
10941,289.7,-278.7,277579.5
10942,308.5,-297.5,277609.6
10943,237.9,-226.9,277636.3
10944,372.0,-361.0,277668.3
10945,219.2,-208.2,277691.3
10946,132.8,-121.8,277710.8
10947,185.3,-174.3,277732.2
10948,256.5,-245.5,277755.7
10949,299.5,-288.5,277785.4
10950,221.5,-210.5,277809.5
10951,208.9,-197.9,277831.1
10952,157.5,-146.5,277850.8
10953,228.1,-217.1,277874.0
10954,311.2,-300.2,277902.8
10955,248.4,-237.4,277927.9
10956,328.5,-317.5,277956.8
10957,222.0,-211.0,277980.3
10958,161.6,-150.6,278002.6
10959,224.4,-213.4,278027.8
10960,236.9,-225.9,278050.4
10961,185.0,-174.0,278071.7
10962,212.8,-201.8,278095.9
10963,184.1,-173.1,278115.1
10964,225.9,-214.9,278141.2
10965,305.8,-294.8,278170.1
10966,80.9,-69.9,278182.5
10967,255.1,-244.1,278207.9
10968,247.0,-236.0,278232.8
10969,227.4,-216.4,278254.3
10970,429.3,-418.3,278290.9
10971,239.5,-228.5,278317.8
10972,264.5,-253.5,278344.6
10973,234.6,-223.6,278370.1
10974,284.4,-273.4,278398.1
10975,252.5,-241.5,278422.0
10976,140.5,-129.5,278439.2
10977,71.3,-60.3,278451.4
10978,209.3,-198.3,278474.0
10979,159.6,-148.6,278494.9
10980,107.6,-96.6,278508.8
10981,147.5,-136.5,278527.6
10982,284.2,-273.2,278554.9
10983,252.9,-241.9,278576.9
10984,348.4,-337.4,278608.5
10985,207.5,-196.5,278631.5
10986,136.9,-125.9,278648.3
10987,244.0,-233.0,278674.3
10988,148.9,-137.9,278692.3
10989,198.7,-187.7,278711.6
10990,247.2,-236.2,278737.3
10991,190.0,-179.0,278759.2
10992,147.3,-136.3,278776.8
10993,114.5,-103.5,278791.8
10994,147.1,-136.1,278812.1
10995,195.1,-184.1,278835.9
10996,247.4,-236.4,278859.0
10997,252.7,-241.7,278885.0
10998,238.2,-227.2,278907.8
10999,234.1,-223.1,278933.4
11000,267.1,-256.1,278961.0
11001,221.2,-210.2,278986.5
11002,193.3,-182.3,279009.7
11003,121.0,-110.0,279026.8
11004,189.3,-178.3,279045.2
11005,227.2,-216.2,279069.3
11006,284.5,-273.5,279098.0
11007,172.7,-161.7,279119.4
11008,254.7,-243.7,279144.1
11009,241.8,-230.8,279171.4
11010,174.8,-163.8,279188.6
11011,313.9,-302.9,279216.2
11012,253.8,-242.8,279241.5
11013,202.0,-191.0,279261.9
11014,217.7,-206.7,279286.0
11015,286.5,-275.5,279316.1
11016,251.4,-240.4,279340.4
11017,225.3,-214.3,279361.9
11018,196.5,-185.5,279381.4
11019,134.9,-123.9,279396.2
11020,246.7,-235.7,279420.0
11021,282.2,-271.2,279450.4
11022,153.8,-142.8,279466.8
11023,251.7,-240.7,279489.6
11024,175.4,-164.4,279510.6
11025,236.5,-225.5,279535.0
11026,176.2,-165.2,279554.6
11027,215.5,-204.5,279575.4
11028,265.6,-254.6,279601.1
11029,175.4,-164.4,279623.4
