Episode,Mean Steps,Mean Rewards,Mean Q Sizes
43336,111.6,-100.6,887273.8
43337,99.2,-88.2,887284.2
43338,116.6,-105.6,887297.0
43339,71.8,-60.8,887304.9
43340,90.2,-79.2,887314.4
43341,151.6,-140.6,887328.6
43342,100.3,-89.3,887339.7
43343,146.5,-135.5,887355.8
43344,128.8,-117.8,887370.0
43345,188.1,-177.1,887387.1
43346,81.9,-70.9,887395.6
43347,110.3,-99.3,887406.5
43348,218.8,-207.8,887424.7
43349,156.2,-145.2,887437.8
43350,153.6,-142.6,887454.0
43351,110.8,-99.8,887463.7
43352,158.8,-147.8,887478.4
43353,180.9,-169.9,887495.9
43354,169.8,-158.8,887510.0
43355,68.2,-57.2,887518.6
43356,104.8,-93.8,887529.2
43357,69.1,-58.1,887538.8
43358,209.7,-198.7,887557.9
43359,190.1,-179.1,887575.3
43360,100.0,-89.0,887585.9
43361,122.6,-111.6,887596.8
43362,15.6,-4.6,887599.6
43363,38.2,-27.2,887605.0
43364,91.4,-80.4,887614.6
43365,53.8,-42.8,887619.5
43366,106.8,-95.8,887628.9
43367,137.5,-126.5,887645.0
43368,71.9,-60.9,887654.5
43369,45.5,-34.5,887661.2
43370,256.7,-245.7,887684.1
43371,65.9,-54.9,887690.8
43372,170.4,-159.4,887709.0
43373,108.9,-97.9,887722.2
43374,208.5,-197.5,887740.4
43375,57.6,-46.6,887747.9
43376,22.1,-11.1,887751.3
43377,133.5,-122.5,887765.8
43378,24.8,-13.8,887769.1
43379,83.4,-72.4,887777.4
43380,106.4,-95.4,887790.0
43381,132.8,-121.8,887804.9
43382,209.9,-198.9,887822.4
43383,20.3,-9.3,887826.0
43384,135.1,-124.1,887838.2
43385,142.0,-131.0,887851.4
43386,81.4,-70.4,887860.4
43387,146.4,-135.4,887871.7
43388,116.2,-105.2,887882.5
43389,83.2,-72.2,887890.4
43390,207.0,-196.0,887909.3
43391,74.7,-63.7,887917.9
43392,99.5,-88.5,887926.4
43393,141.4,-130.4,887942.9
43394,110.8,-99.8,887954.5
43395,42.3,-31.3,887961.1
43396,62.5,-51.5,887967.2
43397,178.1,-167.1,887983.2
43398,75.0,-64.0,887991.3
43399,103.3,-92.3,888001.7
43400,114.9,-103.9,888014.0
43401,133.3,-122.3,888026.9
43402,145.1,-134.1,888040.1
43403,133.5,-122.5,888053.1
43404,53.7,-42.7,888059.3
43405,89.2,-78.2,888070.4
43406,72.2,-61.2,888077.3
43407,53.6,-42.6,888083.2
43408,66.0,-55.0,888094.0
43409,172.3,-161.3,888110.0
43410,125.3,-114.3,888123.5
43411,131.9,-120.9,888139.5
43412,121.4,-110.4,888152.2
43413,168.2,-157.2,888167.5
43414,72.6,-61.6,888176.2
43415,84.9,-73.9,888185.0
43416,150.4,-139.4,888199.1
43417,117.0,-106.0,888213.2
43418,160.7,-149.7,888224.9
43419,163.3,-152.3,888242.3
43420,121.4,-110.4,888251.7
43421,184.0,-173.0,888267.4
43422,165.8,-154.8,888282.8
43423,145.8,-134.8,888296.4
43424,212.5,-201.5,888315.9
43425,171.5,-160.5,888332.9
43426,117.8,-106.8,888346.7
43427,148.7,-137.7,888360.9
43428,169.4,-158.4,888378.3
43429,55.8,-44.8,888385.6
43430,49.8,-38.8,888392.2
43431,206.4,-195.4,888407.3
43432,94.0,-83.0,888416.9
43433,78.1,-67.1,888424.2
43434,87.2,-76.2,888432.0
43435,108.9,-97.9,888441.5
43436,210.6,-199.6,888459.2
43437,156.9,-145.9,888477.4
43438,131.3,-120.3,888491.2
43439,139.6,-128.6,888503.6
43440,152.1,-141.1,888518.9
43441,108.5,-97.5,888532.3
43442,62.8,-51.8,888538.6
43443,185.1,-174.1,888554.8
43444,74.0,-63.0,888566.6
43445,208.6,-197.6,888586.0
43446,39.7,-28.7,888591.2
43447,86.9,-75.9,888601.9
43448,59.3,-48.3,888607.2
43449,46.0,-35.0,888612.6
43450,218.2,-207.2,888632.6
43451,125.3,-114.3,888645.9
43452,98.0,-87.0,888653.5
43453,52.3,-41.3,888657.7
43454,65.5,-54.5,888665.9
43455,177.5,-166.5,888681.6
43456,108.9,-97.9,888694.1
43457,114.3,-103.3,888705.0
43458,146.8,-135.8,888719.5
43459,112.1,-101.1,888731.7
43460,89.8,-78.8,888740.4
43461,161.6,-150.6,888754.8
43462,86.1,-75.1,888764.0
43463,133.1,-122.1,888775.9
43464,105.5,-94.5,888787.6
43465,140.2,-129.2,888799.6
43466,229.3,-218.3,888819.7
43467,54.4,-43.4,888825.6
43468,121.7,-110.7,888837.8
43469,74.2,-63.2,888847.2
43470,122.4,-111.4,888859.1
43471,167.4,-156.4,888876.8
43472,130.7,-119.7,888889.7
43473,113.1,-102.1,888898.2
43474,78.4,-67.4,888904.5
43475,110.2,-99.2,888915.6
43476,90.4,-79.4,888926.4
43477,147.6,-136.6,888940.5
43478,62.6,-51.6,888948.4
43479,164.0,-153.0,888962.4
43480,139.0,-128.0,888975.6
43481,156.5,-145.5,888988.8
43482,65.9,-54.9,888998.3
43483,163.1,-152.1,889015.7
43484,66.7,-55.7,889022.3
43485,80.3,-69.3,889032.7
43486,146.1,-135.1,889046.1
43487,213.9,-202.9,889063.1
43488,135.2,-124.2,889078.5
43489,202.5,-191.5,889096.6
43490,140.0,-129.0,889109.2
43491,173.4,-162.4,889124.4
43492,178.4,-167.4,889140.6
43493,98.0,-87.0,889151.2
43494,68.6,-57.6,889157.8
43495,81.2,-70.2,889166.8
43496,94.8,-83.8,889177.3
43497,175.0,-164.0,889194.0
43498,130.4,-119.4,889207.4
43499,156.9,-145.9,889223.1
43500,72.7,-61.7,889231.2
43501,125.4,-114.4,889243.0
43502,129.5,-118.5,889256.4
43503,68.8,-57.8,889264.8
43504,83.9,-72.9,889271.9
43505,63.9,-52.9,889278.1
43506,184.5,-173.5,889293.5
43507,88.3,-77.3,889303.4
43508,95.5,-84.5,889315.6
43509,66.0,-55.0,889324.5
43510,117.5,-106.5,889337.8
43511,66.2,-55.2,889345.7
43512,110.3,-99.3,889358.1
43513,82.3,-71.3,889363.7
43514,135.1,-124.1,889377.9
43515,47.8,-36.8,889385.3
43516,101.6,-90.6,889397.3
43517,140.8,-129.8,889408.0
43518,204.2,-193.2,889426.9
43519,109.8,-98.8,889437.7
43520,164.7,-153.7,889452.6
43521,47.2,-36.2,889458.1
43522,95.9,-84.9,889467.7
43523,112.5,-101.5,889477.4
43524,24.3,-13.3,889481.2
43525,159.3,-148.3,889495.8
43526,207.6,-196.6,889519.0
43527,33.7,-22.7,889523.6
43528,66.1,-55.1,889530.5
43529,117.5,-106.5,889543.5
43530,170.1,-159.1,889557.0
43531,168.9,-157.9,889575.2
43532,107.5,-96.5,889587.3
43533,92.3,-81.3,889598.9
43534,78.6,-67.6,889607.5
43535,140.5,-129.5,889620.9
43536,113.8,-102.8,889635.5
43537,82.6,-71.6,889644.2
43538,111.8,-100.8,889654.6
43539,239.1,-228.1,889676.6
43540,108.8,-97.8,889686.7
43541,97.8,-86.8,889697.6
43542,40.5,-29.5,889702.2
43543,80.6,-69.6,889710.5
43544,101.8,-90.8,889719.9
43545,138.3,-127.3,889732.0
43546,35.6,-24.6,889736.3
43547,129.0,-118.0,889746.9
43548,59.0,-48.0,889754.7
43549,38.8,-27.8,889759.8
43550,320.1,-309.1,889785.2
43551,186.2,-175.2,889804.3
43552,29.9,-18.9,889809.4
43553,100.5,-89.5,889820.0
43554,56.9,-45.9,889825.5
43555,55.3,-44.3,889833.8
43556,126.3,-115.3,889848.8
43557,130.1,-119.1,889861.0
43558,147.1,-136.1,889874.3
43559,109.7,-98.7,889883.2
43560,128.4,-117.4,889895.4
43561,59.6,-48.6,889901.0
43562,95.5,-84.5,889911.8
43563,65.0,-54.0,889921.4
43564,55.5,-44.5,889926.7
43565,95.3,-84.3,889936.4
43566,115.6,-104.6,889945.9
43567,100.0,-89.0,889957.3
43568,88.2,-77.2,889966.5
43569,53.7,-42.7,889973.1
43570,155.9,-144.9,889986.4
43571,127.9,-116.9,890000.1
43572,91.9,-80.9,890010.9
43573,140.8,-129.8,890025.5
43574,150.9,-139.9,890040.6
43575,133.9,-122.9,890054.2
43576,155.3,-144.3,890069.9
43577,58.2,-47.2,890078.2
43578,50.9,-39.9,890085.9
43579,47.0,-36.0,890092.0
43580,70.4,-59.4,890100.7
43581,145.1,-134.1,890117.7
43582,51.8,-40.8,890125.8
43583,97.1,-86.1,890137.9
43584,54.4,-43.4,890145.8
43585,138.2,-127.2,890158.2
43586,112.4,-101.4,890172.9
43587,36.9,-25.9,890176.9
43588,101.4,-90.4,890189.0
43589,131.2,-120.2,890201.5
43590,57.0,-46.0,890208.1
43591,32.8,-21.8,890211.6
43592,37.4,-26.4,890216.3
43593,103.8,-92.8,890224.8
43594,170.1,-159.1,890241.3
43595,135.4,-124.4,890254.8
43596,68.1,-57.1,890264.3
43597,193.3,-182.3,890283.0
43598,120.6,-109.6,890296.0
43599,55.5,-44.5,890303.3
43600,112.1,-101.1,890315.8
43601,65.3,-54.3,890324.5
43602,128.7,-117.7,890338.4
43603,167.7,-156.7,890353.5
43604,105.3,-94.3,890368.9
43605,116.4,-105.4,890381.0
43606,145.8,-134.8,890393.0
43607,149.2,-138.2,890408.5
43608,33.8,-22.8,890412.8
43609,120.1,-109.1,890424.5
43610,179.3,-168.3,890442.3
43611,72.3,-61.3,890448.4
43612,163.7,-152.7,890465.0
43613,191.1,-180.1,890482.5
43614,35.5,-24.5,890486.6
43615,132.4,-121.4,890502.9
43616,76.8,-65.8,890510.4
43617,94.3,-83.3,890518.0
43618,224.2,-213.2,890538.3
43619,116.9,-105.9,890551.7
43620,133.9,-122.9,890564.8
43621,92.4,-81.4,890574.4
43622,158.9,-147.9,890590.1
43623,154.6,-143.6,890605.5
43624,147.0,-136.0,890619.2
43625,149.6,-138.6,890632.8
43626,105.4,-94.4,890645.4
43627,74.6,-63.6,890657.3
43628,128.0,-117.0,890668.5
43629,142.1,-131.1,890685.7
43630,74.8,-63.8,890692.8
43631,163.7,-152.7,890706.8
43632,65.3,-54.3,890713.6
43633,143.0,-132.0,890724.7
43634,65.9,-54.9,890728.8
43635,63.4,-52.4,890738.4
43636,77.4,-66.4,890748.6
43637,158.2,-147.2,890765.4
43638,86.9,-75.9,890775.5
43639,120.3,-109.3,890787.9
43640,153.0,-142.0,890801.5
43641,152.3,-141.3,890817.4
43642,81.3,-70.3,890826.9
43643,175.3,-164.3,890842.8
43644,77.3,-66.3,890852.3
43645,39.5,-28.5,890857.1
43646,105.4,-94.4,890868.0
43647,108.3,-97.3,890879.9
43648,153.5,-142.5,890893.6
43649,64.3,-53.3,890902.5
43650,99.2,-88.2,890910.3
43651,46.5,-35.5,890916.6
43652,102.0,-91.0,890927.6
43653,20.4,-9.4,890930.2
43654,141.7,-130.7,890946.2
43655,176.7,-165.7,890963.1
43656,185.6,-174.6,890979.8
43657,37.7,-26.7,890986.6
43658,76.2,-65.2,890992.8
43659,176.6,-165.6,891009.7
43660,213.6,-202.6,891029.5
43661,147.1,-136.1,891041.9
43662,124.4,-113.4,891057.6
43663,57.0,-46.0,891064.9
43664,153.9,-142.9,891078.5
43665,60.6,-49.6,891085.6
43666,189.2,-178.2,891101.4
43667,144.0,-133.0,891115.8
43668,162.2,-151.2,891128.2
43669,123.4,-112.4,891141.0
43670,140.0,-129.0,891154.9
43671,171.0,-160.0,891171.7
43672,147.9,-136.9,891185.9
43673,87.0,-76.0,891194.0
43674,96.8,-85.8,891203.6
43675,187.0,-176.0,891221.6
43676,195.7,-184.7,891240.2
43677,172.1,-161.1,891256.1
43678,145.4,-134.4,891270.1
43679,79.6,-68.6,891279.3
43680,100.5,-89.5,891287.1
43681,149.2,-138.2,891302.6
43682,144.7,-133.7,891315.4
43683,123.7,-112.7,891326.4
43684,119.6,-108.6,891336.8
43685,33.8,-22.8,891341.4
43686,72.4,-61.4,891351.8
43687,139.2,-128.2,891365.0
43688,76.5,-65.5,891373.9
43689,130.8,-119.8,891387.3
43690,83.8,-72.8,891397.7
43691,51.0,-40.0,891405.5
43692,177.2,-166.2,891422.4
43693,97.9,-86.9,891430.9
43694,211.6,-200.6,891449.9
43695,155.8,-144.8,891462.9
43696,160.5,-149.5,891475.4
43697,108.1,-97.1,891485.2
43698,118.8,-107.8,891496.5
43699,111.7,-100.7,891508.2
43700,95.3,-84.3,891515.7
43701,186.5,-175.5,891530.5
43702,206.2,-195.2,891547.2
43703,121.0,-110.0,891560.3
43704,121.8,-110.8,891570.9
43705,144.9,-133.9,891582.0
43706,45.5,-34.5,891588.0
43707,71.6,-60.6,891595.8
43708,77.9,-66.9,891603.3
43709,132.2,-121.2,891614.3
43710,121.2,-110.2,891624.3
43711,90.6,-79.6,891634.2
43712,82.4,-71.4,891644.7
43713,34.8,-23.8,891649.3
43714,118.1,-107.1,891662.6
43715,101.6,-90.6,891674.1
43716,143.1,-132.1,891689.4
43717,100.8,-89.8,891699.2
43718,111.5,-100.5,891710.4
43719,164.7,-153.7,891724.3
43720,71.0,-60.0,891733.4
43721,98.9,-87.9,891744.2
43722,89.1,-78.1,891752.7
43723,176.8,-165.8,891770.7
43724,108.1,-97.1,891783.1
43725,78.8,-67.8,891794.9
43726,181.1,-170.1,891811.6
43727,62.9,-51.9,891820.5
43728,159.5,-148.5,891837.0
43729,89.8,-78.8,891848.0
43730,168.6,-157.6,891865.9
43731,200.2,-189.2,891883.2
43732,116.5,-105.5,891892.7
43733,101.8,-90.8,891903.5
43734,154.9,-143.9,891920.1
43735,104.3,-93.3,891930.8
43736,183.3,-172.3,891950.3
43737,142.3,-131.3,891964.8
43738,50.6,-39.6,891971.7
43739,79.1,-68.1,891978.3
43740,131.7,-120.7,891992.1
43741,161.0,-150.0,892006.6
43742,83.7,-72.7,892016.2
43743,117.2,-106.2,892028.8
43744,97.8,-86.8,892038.8
43745,121.3,-110.3,892049.4
43746,87.7,-76.7,892060.4
43747,205.6,-194.6,892078.3
43748,116.4,-105.4,892089.8
43749,139.5,-128.5,892106.2
43750,102.7,-91.7,892118.0
43751,110.2,-99.2,892128.8
43752,189.3,-178.3,892148.5
43753,70.9,-59.9,892157.2
43754,121.6,-110.6,892169.1
43755,124.5,-113.5,892181.5
43756,112.8,-101.8,892190.8
43757,73.0,-62.0,892197.5
43758,34.5,-23.5,892202.1
43759,101.8,-90.8,892213.3
43760,140.9,-129.9,892226.6
43761,68.1,-57.1,892236.1
43762,106.3,-95.3,892247.6
43763,128.7,-117.7,892257.0
43764,134.9,-123.9,892268.4
43765,88.1,-77.1,892276.4
43766,51.2,-40.2,892282.7
43767,183.4,-172.4,892298.1
43768,54.7,-43.7,892302.3
43769,143.7,-132.7,892316.3
43770,93.5,-82.5,892325.1
43771,262.5,-251.5,892346.9
43772,59.1,-48.1,892355.6
43773,62.7,-51.7,892363.5
43774,128.6,-117.6,892377.7
43775,175.3,-164.3,892392.7
43776,91.0,-80.0,892402.9
43777,110.7,-99.7,892417.3
43778,68.9,-57.9,892426.5
43779,80.1,-69.1,892434.9
43780,67.6,-56.6,892440.4
43781,105.2,-94.2,892450.7
43782,119.0,-108.0,892465.9
43783,108.6,-97.6,892476.7
43784,64.8,-53.8,892483.6
43785,90.4,-79.4,892496.4
43786,88.9,-77.9,892508.4
43787,153.2,-142.2,892524.2
43788,127.2,-116.2,892536.7
43789,39.4,-28.4,892542.3
43790,102.1,-91.1,892552.7
43791,173.7,-162.7,892568.9
43792,98.5,-87.5,892579.1
43793,108.2,-97.2,892591.9
43794,23.3,-12.3,892595.3
43795,48.4,-37.4,892601.0
43796,40.5,-29.5,892605.7
43797,71.6,-60.6,892613.1
43798,202.9,-191.9,892631.1
43799,147.8,-136.8,892646.5
43800,117.8,-106.8,892657.2
43801,204.7,-193.7,892677.3
43802,78.1,-67.1,892689.1
43803,305.4,-294.4,892715.6
43804,62.8,-51.8,892724.6
43805,66.1,-55.1,892735.3
43806,264.4,-253.4,892759.2
43807,133.0,-122.0,892773.3
43808,68.0,-57.0,892780.0
43809,248.4,-237.4,892800.3
43810,67.5,-56.5,892809.5
43811,57.3,-46.3,892817.9
43812,205.9,-194.9,892836.7
43813,184.4,-173.4,892855.9
43814,180.5,-169.5,892874.4
43815,62.7,-51.7,892882.3
43816,89.7,-78.7,892893.5
43817,80.6,-69.6,892902.4
43818,49.7,-38.7,892909.8
43819,145.1,-134.1,892924.8
43820,38.5,-27.5,892930.7
43821,36.3,-25.3,892936.2
43822,123.9,-112.9,892948.1
43823,179.4,-168.4,892964.4
43824,120.8,-109.8,892974.0
43825,74.9,-63.9,892982.2
43826,130.2,-119.2,892993.9
43827,158.7,-147.7,893011.4
43828,155.7,-144.7,893027.4
43829,65.6,-54.6,893034.8
43830,53.6,-42.6,893042.7
43831,119.9,-108.9,893053.8
43832,159.7,-148.7,893068.7
43833,110.7,-99.7,893081.3
43834,130.8,-119.8,893092.7
43835,62.8,-51.8,893101.4
43836,36.2,-25.2,893106.2
43837,106.9,-95.9,893117.6
43838,123.6,-112.6,893129.7
43839,122.4,-111.4,893142.1
43840,106.2,-95.2,893153.0
43841,84.5,-73.5,893159.8
43842,120.4,-109.4,893173.1
43843,112.8,-101.8,893183.2
43844,197.1,-186.1,893201.4
43845,19.6,-8.6,893204.2
43846,228.0,-217.0,893225.4
43847,62.9,-51.9,893230.0
43848,66.6,-55.6,893237.1
43849,196.3,-185.3,893253.0
43850,92.8,-81.8,893260.9
43851,182.2,-171.2,893278.7
43852,157.3,-146.3,893293.9
43853,80.0,-69.0,893303.3
43854,77.8,-66.8,893313.2
43855,58.0,-47.0,893321.9
43856,73.7,-62.7,893328.4
43857,74.5,-63.5,893337.1
43858,92.6,-81.6,893346.2
43859,126.1,-115.1,893360.5
43860,149.6,-138.6,893377.2
43861,113.0,-102.0,893387.6
43862,116.5,-105.5,893399.6
43863,115.1,-104.1,893409.9
43864,57.4,-46.4,893416.7
43865,37.0,-26.0,893423.6
43866,181.1,-170.1,893439.4
43867,198.3,-187.3,893454.3
43868,255.4,-244.4,893477.2
43869,95.5,-84.5,893487.0
43870,150.2,-139.2,893503.0
43871,147.9,-136.9,893517.0
43872,103.2,-92.2,893527.6
43873,100.7,-89.7,893538.3
43874,100.1,-89.1,893547.5
43875,110.7,-99.7,893557.3
43876,57.7,-46.7,893564.3
43877,110.7,-99.7,893577.2
43878,81.4,-70.4,893586.5
43879,96.3,-85.3,893597.4
43880,127.5,-116.5,893610.1
43881,114.4,-103.4,893622.9
43882,159.3,-148.3,893637.9
43883,65.5,-54.5,893646.0
43884,55.7,-44.7,893651.9
43885,75.2,-64.2,893662.2
43886,87.9,-76.9,893672.1
43887,57.2,-46.2,893677.4
43888,139.4,-128.4,893690.7
43889,102.1,-91.1,893701.0
43890,62.8,-51.8,893708.1
43891,71.4,-60.4,893718.6
43892,18.2,-7.2,893720.9
43893,87.9,-76.9,893728.9
43894,36.8,-25.8,893735.4
43895,109.9,-98.9,893746.7
43896,61.5,-50.5,893753.8
43897,53.3,-42.3,893759.2
43898,55.3,-44.3,893766.1
43899,75.5,-64.5,893774.7
43900,83.6,-72.6,893782.1
43901,77.7,-66.7,893792.1
43902,86.5,-75.5,893802.0
43903,25.6,-14.6,893805.6
43904,160.7,-149.7,893820.2
43905,125.5,-114.5,893831.1
43906,178.6,-167.6,893846.2
43907,103.9,-92.9,893856.7
43908,134.1,-123.1,893870.4
43909,74.7,-63.7,893876.7
43910,91.3,-80.3,893884.6
43911,73.8,-62.8,893890.6
43912,125.0,-114.0,893903.5
43913,95.8,-84.8,893915.6
43914,158.7,-147.7,893928.7
43915,34.5,-23.5,893934.3
43916,120.1,-109.1,893947.4
43917,208.8,-197.8,893969.2
43918,144.5,-133.5,893984.0
43919,73.8,-62.8,893992.8
43920,208.3,-197.3,894013.7
43921,136.4,-125.4,894028.4
43922,107.3,-96.3,894039.9
43923,139.1,-128.1,894050.1
43924,11.7,-0.7,894052.3
43925,50.6,-39.6,894059.9
43926,123.5,-112.5,894071.1
43927,102.5,-91.5,894082.8
43928,112.7,-101.7,894095.3
43929,85.0,-74.0,894105.0
43930,90.4,-79.4,894113.4
43931,71.6,-60.6,894120.9
43932,91.0,-80.0,894130.7
43933,121.5,-110.5,894143.4
43934,14.8,-3.8,894145.2
43935,110.9,-99.9,894158.1
43936,125.9,-114.9,894171.3
43937,142.0,-131.0,894186.4
43938,87.9,-76.9,894194.2
43939,144.6,-133.6,894208.7
43940,208.2,-197.2,894225.7
43941,85.1,-74.1,894236.0
43942,22.4,-11.4,894239.0
43943,157.4,-146.4,894253.3
43944,80.0,-69.0,894262.0
43945,223.7,-212.7,894282.6
43946,180.3,-169.3,894299.6
43947,179.3,-168.3,894315.8
43948,46.1,-35.1,894322.6
43949,13.6,-2.6,894324.8
43950,28.2,-17.2,894328.3
43951,102.0,-91.0,894337.9
43952,147.4,-136.4,894353.9
43953,176.3,-165.3,894371.5
43954,129.2,-118.2,894386.3
43955,155.1,-144.1,894401.5
43956,208.4,-197.4,894420.6
43957,162.8,-151.8,894436.6
43958,231.4,-220.4,894456.3
43959,63.5,-52.5,894465.3
43960,29.2,-18.2,894468.6
43961,177.2,-166.2,894482.5
43962,65.9,-54.9,894491.8
43963,92.7,-81.7,894501.2
43964,106.9,-95.9,894510.7
43965,23.8,-12.8,894514.2
43966,36.3,-25.3,894518.9
43967,59.2,-48.2,894525.8
43968,106.0,-95.0,894536.9
43969,158.9,-147.9,894552.3
43970,57.2,-46.2,894559.3
43971,46.3,-35.3,894565.8
43972,141.1,-130.1,894577.1
43973,107.0,-96.0,894588.7
43974,118.6,-107.6,894601.4
43975,179.4,-168.4,894617.0
43976,40.3,-29.3,894621.4
43977,84.7,-73.7,894630.1
43978,123.6,-112.6,894640.6
43979,15.4,-4.4,894642.6
43980,53.2,-42.2,894650.7
43981,79.1,-68.1,894659.7
43982,123.7,-112.7,894675.2
43983,206.3,-195.3,894695.6
43984,149.3,-138.3,894709.1
43985,126.8,-115.8,894724.0
43986,97.8,-86.8,894735.0
43987,102.2,-91.2,894744.2
43988,127.2,-116.2,894756.0
43989,105.5,-94.5,894766.6
43990,128.0,-117.0,894779.0
43991,74.9,-63.9,894788.4
43992,155.5,-144.5,894803.2
43993,63.2,-52.2,894810.8
43994,111.1,-100.1,894823.2
43995,85.4,-74.4,894833.8
43996,138.8,-127.8,894846.1
43997,164.2,-153.2,894860.0
43998,133.0,-122.0,894871.0
43999,91.6,-80.6,894878.7
44000,93.2,-82.2,894890.5
44001,117.5,-106.5,894903.3
44002,36.4,-25.4,894908.3
44003,64.9,-53.9,894914.1
44004,131.1,-120.1,894927.1
44005,48.6,-37.6,894932.5
44006,155.4,-144.4,894948.1
44007,58.3,-47.3,894954.6
44008,39.3,-28.3,894961.4
44009,141.8,-130.8,894974.3
44010,131.1,-120.1,894986.4
44011,59.5,-48.5,894994.3
44012,176.4,-165.4,895013.7
44013,211.9,-200.9,895031.9
44014,151.8,-140.8,895044.2
44015,105.5,-94.5,895056.7
44016,140.6,-129.6,895068.4
44017,124.8,-113.8,895079.8
44018,86.0,-75.0,895090.5
44019,64.6,-53.6,895096.7
44020,81.2,-70.2,895106.3
44021,82.0,-71.0,895116.4
44022,113.5,-102.5,895130.2
44023,16.9,-5.9,895132.4
44024,102.5,-91.5,895143.9
44025,204.3,-193.3,895162.7
44026,49.1,-38.1,895169.6
44027,187.0,-176.0,895185.7
44028,50.6,-39.6,895192.8
44029,93.8,-82.8,895201.7
44030,128.0,-117.0,895215.4
44031,26.0,-15.0,895219.3
44032,135.4,-124.4,895233.3
44033,57.8,-46.8,895239.6
44034,208.5,-197.5,895257.2
44035,97.1,-86.1,895266.3
44036,72.2,-61.2,895274.0
44037,141.0,-130.0,895285.7
44038,216.5,-205.5,895304.2
44039,71.0,-60.0,895313.8
44040,112.0,-101.0,895324.8
44041,56.0,-45.0,895332.3
44042,65.1,-54.1,895340.8
44043,136.3,-125.3,895356.9
44044,182.9,-171.9,895372.2
44045,69.5,-58.5,895377.8
44046,143.9,-132.9,895390.9
44047,171.0,-160.0,895410.0
44048,178.6,-167.6,895427.9
44049,49.6,-38.6,895434.8
44050,173.1,-162.1,895452.4
44051,129.2,-118.2,895466.3
44052,104.2,-93.2,895477.2
44053,161.7,-150.7,895490.8
44054,267.8,-256.8,895513.6
44055,101.4,-90.4,895523.3
44056,120.8,-109.8,895535.6
44057,4.9,6.1,895535.9
44058,81.2,-70.2,895544.1
44059,129.2,-118.2,895555.8
44060,146.6,-135.6,895570.6
44061,53.5,-42.5,895578.8
44062,29.0,-18.0,895583.2
44063,262.7,-251.7,895603.4
44064,46.2,-35.2,895609.0
44065,135.9,-124.9,895623.2
44066,63.3,-52.3,895629.5
44067,109.1,-98.1,895639.7
44068,195.6,-184.6,895658.8
44069,90.1,-79.1,895668.0
44070,32.4,-21.4,895673.2
44071,159.0,-148.0,895687.3
44072,204.7,-193.7,895707.2
44073,160.9,-149.9,895723.4
44074,145.2,-134.2,895735.3
44075,121.2,-110.2,895746.6
44076,115.6,-104.6,895757.7
44077,123.6,-112.6,895770.2
44078,134.1,-123.1,895782.6
44079,38.9,-27.9,895786.5
44080,129.2,-118.2,895797.8
44081,74.6,-63.6,895805.8
44082,127.1,-116.1,895816.3
44083,127.5,-116.5,895830.1
44084,100.6,-89.6,895841.0
44085,101.0,-90.0,895852.9
44086,102.1,-91.1,895864.2
44087,104.9,-93.9,895874.9
44088,223.4,-212.4,895897.3
44089,177.3,-166.3,895911.7
44090,40.1,-29.1,895918.1
44091,74.7,-63.7,895925.7
44092,33.5,-22.5,895931.4
44093,122.9,-111.9,895944.4
44094,214.8,-203.8,895965.7
44095,58.3,-47.3,895970.6
44096,63.4,-52.4,895978.5
44097,77.6,-66.6,895986.9
44098,94.4,-83.4,895997.2
44099,37.5,-26.5,896003.5
44100,263.6,-252.6,896028.5
44101,152.4,-141.4,896044.8
44102,162.9,-151.9,896060.2
44103,72.9,-61.9,896065.0
44104,61.2,-50.2,896073.3
44105,92.5,-81.5,896081.6
44106,37.6,-26.6,896086.8
44107,144.6,-133.6,896101.3
44108,83.1,-72.1,896112.9
44109,190.4,-179.4,896129.5
44110,132.6,-121.6,896144.8
44111,151.4,-140.4,896157.8
44112,25.7,-14.7,896161.7
44113,59.2,-48.2,896167.0
44114,50.9,-39.9,896174.5
44115,82.8,-71.8,896182.8
44116,137.3,-126.3,896195.1
44117,173.9,-162.9,896211.1
44118,55.2,-44.2,896215.0
44119,67.7,-56.7,896224.3
44120,187.7,-176.7,896238.8
44121,46.8,-35.8,896245.8
44122,146.4,-135.4,896258.4
44123,61.5,-50.5,896265.3
44124,110.8,-99.8,896273.1
44125,293.7,-282.7,896298.7
44126,108.4,-97.4,896309.3
44127,32.2,-21.2,896312.7
44128,191.5,-180.5,896331.0
44129,162.4,-151.4,896344.2
44130,194.1,-183.1,896363.4
44131,96.5,-85.5,896372.0
44132,35.9,-24.9,896375.7
44133,133.0,-122.0,896386.7
44134,153.2,-142.2,896402.1
44135,61.6,-50.6,896406.5
44136,144.5,-133.5,896419.9
44137,145.1,-134.1,896433.8
44138,194.5,-183.5,896450.1
44139,112.7,-101.7,896459.8
44140,110.2,-99.2,896471.0
44141,61.8,-50.8,896477.2
44142,136.6,-125.6,896489.5
44143,109.7,-98.7,896498.6
44144,123.5,-112.5,896510.4
44145,73.3,-62.3,896519.2
44146,97.3,-86.3,896530.8
44147,127.0,-116.0,896544.4
44148,219.1,-208.1,896566.5
44149,125.1,-114.1,896579.9
44150,100.5,-89.5,896589.8
44151,18.1,-7.1,896592.7
44152,145.7,-134.7,896606.8
44153,106.9,-95.9,896619.0
44154,139.9,-128.9,896635.8
44155,21.1,-10.1,896638.0
44156,49.0,-38.0,896641.9
